0,1,target,task
0.6833752122742204,0.6024672723532094,1,1
0.6484454017206708,0.6207089514223818,1,1
0.458705018060899,0.6207089514223818,0,1
0.4164545786809915,0.6415258471966481,0,1
0.738498727346593,0.6415258471966481,1,1
0.7104922037999161,0.6377894391073722,1,1
0.7528346088956274,0.6830638692602712,1,1
0.7243324968686156,0.7200640497488671,1,1
0.6808911672541265,0.7584751904656144,0,1
0.6373804175168536,0.7793722010348518,0,1
0.6377431710682887,0.7465557645633726,0,1
0.6381477554240812,0.715447451182075,0,1
0.6833751106426467,0.6681501460187859,1,1
0.7278550475789789,0.698656266708789,1,1
0.7012279690610772,0.7277013137159415,1,1
0.6922265780601279,0.7623874479864932,1,1
0.6445257535340643,0.7529334022547769,0,1
0.6187072822918034,0.7243224346409681,0,1
0.6322795526515408,0.7389399172338936,0,1
0.653243273089203,0.6942414054031412,1,1
0.6037108114078993,0.6565158015822871,0,1
0.6502838952870356,0.6499697285583912,1,1
0.6498207972121711,0.661609287736008,1,1
0.6710085508959566,0.6206620573649331,1,1
0.6220306130003601,0.5746587282252736,1,1
0.6534985000005941,0.5284591260763806,1,1
0.6191773747313934,0.5589358476378111,1,1
0.6606480689028735,0.5567479000295027,1,1
0.633645538951733,0.5348273200699564,1,1
0.3849653991671002,0.5348273200699564,0,1
0.4262610915507179,0.5459820376146296,0,1
0.4067878514553558,0.592726228272487,0,1
0.3928317314511992,0.5621606521189461,0,1
0.6716038567865386,0.5621606521189461,1,1
0.6835768317301455,0.5480694217038091,1,1
0.7016974100455936,0.5177517461345527,1,1
0.7170074922358805,0.536281135206756,1,1
0.3772593762350011,0.536281135206756,0,1
0.3493999162139872,0.5709340299456389,0,1
0.3536490626023805,0.5222159562040201,0,1
0.341299569587231,0.5486536807573863,0,1
0.3703955898871699,0.5699898355775785,0,1
0.3313036065764,0.5783320014065251,0,1
0.6814682962648659,0.5783320014065251,1,1
0.7275459230042735,0.5735555338016932,1,1
0.7521237817618197,0.5972512474449828,1,1
0.7408552214840467,0.550010678071582,1,1
0.419418958611011,0.550010678071582,0,1
0.3989634805439337,0.5828596702325164,0,1
0.4025004080154089,0.5965331014025762,0,1
0.6978791089955418,0.5965331014025762,1,1
0.7446304820598819,0.5935569081444956,1,1
0.7337532771744183,0.5639701723383016,1,1
0.3975448890190733,0.5639701723383016,0,1
0.4337739358636388,0.598489635074265,0,1
0.4254996994756161,0.5726025535215893,0,1
0.463886485051267,0.5606414056081518,0,1
0.6350198875981381,0.5606414056081518,1,1
0.6215247421400528,0.5559678885227043,1,1
0.620842844330033,0.528785207386201,1,1
0.6164062378456798,0.5020959863317179,1,1
0.35908201707163,0.5020959863317179,0,1
0.3108678365001694,0.5035947703027704,0,1
0.3021582677468592,0.5013086346811736,0,1
0.2711444819232407,0.5433965263137945,0,1
0.2350701252532445,0.5799883726522114,0,1
0.6822657095237847,0.5799883726522114,1,1
0.7108995216433758,0.6047814038102068,1,1
0.4519608564499682,0.6047814038102068,0,1
0.4837055167966214,0.6539000040336718,0,1
0.487903359008359,0.6893760960454823,0,1
0.5180047509791236,0.6641661334711948,0,1
0.4813591736143125,0.7135255718452124,0,1
0.4660436858320367,0.7283678154126215,0,1
0.4843928610567106,0.6788583790394186,0,1
0.7463221787684984,0.6788583790394186,1,1
0.7053400744529992,0.7190080515601821,1,1
0.7237795580562666,0.6852716780129161,1,1
0.7099987109467047,0.641663296871525,1,1
0.7033125241700238,0.6210087543477752,1,1
0.4327507053528369,0.6210087543477752,0,1
0.4623568758274567,0.6180395989786381,0,1
0.5073677491738107,0.6067345129483043,0,1
0.4976378371289408,0.5706969974352586,0,1
0.5011346812591668,0.5269475129777503,0,1
0.5391928450031259,0.5521991659765579,1,1
0.5073700093416061,0.5522452974444638,0,1
0.5043246267503788,0.5136692909569774,1,1
0.5156736781272893,0.5383873394205432,1,1
0.5515605492785279,0.5418907539053774,1,1
0.596335447051997,0.5130441472688888,1,1
0.6297838682890813,0.4678817871803228,1,1
0.6318599286306329,0.4899858840186893,1,1
0.6793767514164392,0.500917620182828,1,1
0.3451986267011191,0.500917620182828,0,1
0.3002612294095159,0.5328319409856669,0,1
0.2682200598801215,0.528127019563512,0,1
0.6170960461876759,0.528127019563512,1,1
0.6282258158839664,0.526240825956691,1,1
0.6133857317884561,0.5246179675116356,1,1
0.6511902165461664,0.4950322434067923,1,1
0.6062259540987838,0.5137115783851005,1,1
0.3714021508486479,0.5137115783851005,0,1
0.4182312754607797,0.4879873662836917,0,1
0.4377237704526384,0.5251519878197615,0,1
0.4303004792050244,0.4803044341431758,0,1
0.4128785042341333,0.4460778165060784,0,1
0.5763365577701313,0.4460778165060784,1,1
0.5560449895238202,0.4448955052552057,1,1
0.5616514944755318,0.4625482015715981,1,1
0.5677344775268993,0.4318414309265913,1,1
0.2930217465839887,0.4318414309265913,0,1
0.248745825515309,0.464365176091175,0,1
0.5503964446480069,0.464365176091175,1,1
0.5938100211389513,0.508500920928753,1,1
0.5895795881235756,0.4727422548284549,1,1
0.5584678090445748,0.447070766895531,1,1
0.5771428139917272,0.4042386138425882,1,1
0.5895323316629258,0.4367801139953343,1,1
0.5706348082215398,0.433957069202775,1,1
0.2915286040418089,0.433957069202775,0,1
0.2729198889213883,0.410114870791648,0,1
0.2710587672046003,0.409434401595364,0,1
0.2516581039402144,0.4126738773744681,0,1
0.2377889460534321,0.3938756252970907,0,1
0.241445334648801,0.3904640019170758,0,1
0.2659294675474834,0.3779742709193428,0,1
0.2274399577175853,0.4263916535305584,0,1
0.1927218488564693,0.3999662367274331,0,1
0.2280152642029678,0.3906309882869321,0,1
0.5092063731503216,0.3906309882869321,1,1
0.5040693808115634,0.3737863065867876,1,1
0.5199900487720607,0.4139864296501343,1,1
0.5052551809458845,0.4461622924146455,1,1
0.4770483949795256,0.4764986836317595,1,1
0.3291203843464148,0.4764986836317595,0,1
0.2863526835575454,0.4827013434589308,0,1
0.5856106409415773,0.4827013434589308,1,1
0.5639935912166655,0.4747376033288837,1,1
0.3293329553227351,0.4747376033288837,0,1
0.3363169230223,0.5194790146736281,0,1
0.324474559808953,0.4726853546985854,0,1
0.3045221915809569,0.4478009931909078,0,1
0.2841048815998854,0.4507773038336687,0,1
0.2520583884022473,0.4796051728679897,0,1
0.2792501254547265,0.4412306773952408,0,1
0.5462623880156937,0.4412306773952408,1,1
0.5694223610990837,0.4226268874889147,1,1
0.6096212900415309,0.4123307379175375,1,1
0.5655922961972302,0.4130772773819906,1,1
0.5254311389628046,0.409578474839551,1,1
0.4979627920367448,0.3622337266929736,1,1
0.4786488759360234,0.3409449538637472,1,1
0.2157422689640231,0.3409449538637472,0,1
0.2565402065366786,0.3710892436241788,0,1
0.250573771152932,0.4202954337502451,0,1
0.2165363426499411,0.4667191251157136,0,1
0.2619616519707368,0.4243109409090552,0,1
0.5138849757276749,0.4243109409090552,1,1
0.5247694277377335,0.3755131150256538,1,1
0.5064860218196722,0.3964474172820637,1,1
0.5127637623184589,0.3884703112365478,1,1
0.4655356444699791,0.4223903746744897,1,1
0.4608937165860118,0.4234359538278798,1,1
0.4251866241058779,0.4704705887380404,0,1
0.4664825796166951,0.4531690065133255,1,1
0.4894585161141225,0.4074428872579586,1,1
0.4976360101429836,0.387744974703335,1,1
0.474390596230699,0.40397863014411,1,1
0.524349117707633,0.3692512560692533,1,1
0.4769303212200003,0.3203837072434644,1,1
0.5186363723915983,0.287582989076258,1,1
0.535552397942555,0.2956311584084742,1,1
0.1708074601002661,0.2956311584084742,0,1
0.152725549432947,0.3353182884087281,0,1
0.1101334596349688,0.3365945652294354,0,1
0.1542567360442883,0.3621702992212756,0,1
0.1339943449679237,0.3742422292667574,0,1
0.1795134372185603,0.3868588186461759,0,1
0.5076074989415263,0.3868588186461759,1,1
0.5046619622076693,0.3733769416568181,1,1
0.5459494205285714,0.367213890755899,1,1
0.547678273078195,0.4072481277577274,1,1
0.5710887469543828,0.4473670882556897,1,1
0.5525615874998969,0.4878818534165032,1,1
0.5595907207994966,0.4639363328009148,1,1
0.538956609240475,0.465922034561908,1,1
0.5090831645304772,0.4390196950219061,1,1
0.2756264320633667,0.4390196950219061,0,1
0.2668535761469341,0.4274322001342581,0,1
0.5545255446331132,0.4274322001342581,1,1
0.6033101470201477,0.4742051806251877,1,1
0.5591555177083535,0.5025475475862002,1,1
0.334150102519839,0.5025475475862002,0,1
0.3028480278100052,0.5276858131563986,0,1
0.2835088484519051,0.5623113071490622,0,1
0.2876492089681231,0.6107436630040517,0,1
0.2891669516594967,0.6401581792856792,0,1
0.2862108036894057,0.6880021538427465,0,1
0.2572994971657825,0.6632172776537418,0,1
0.2748950906888511,0.678296379744844,0,1
0.755841106491144,0.678296379744844,1,1
0.8012671655673355,0.652454649683048,1,1
0.476942631861538,0.652454649683048,0,1
0.4469507289691062,0.6738422095293893,0,1
0.4950516341376158,0.6977729711448247,0,1
0.5211141802312741,0.7332657334453649,0,1
0.8096608376415744,0.7332657334453649,1,1
0.7822504269685391,0.7708830591081568,1,1
0.8196733468238808,0.787753961996176,1,1
0.835176222655789,0.7501757701746844,1,1
0.7952614341419222,0.7302301868878875,1,1
0.5493795322967374,0.7302301868878875,0,1
0.5932966404292835,0.6811739116513206,0,1
0.7762189929422602,0.6811739116513206,1,1
0.77656342620001,0.7300819848501485,1,1
0.7947673158451816,0.7611864564400002,1,1
0.561217196800478,0.7611864564400002,0,1
0.5952237431449687,0.8005944121098438,0,1
0.5753289031318363,0.8114899986530512,0,1
0.5710350159514757,0.819354489642775,0,1
0.5360914040914556,0.847078159365753,0,1
0.8929954707195026,0.847078159365753,1,1
0.9104150872400946,0.8244576429773721,1,1
0.6162880381388268,0.8244576429773721,0,1
0.5974064782913469,0.8030618105220675,0,1
0.6056227932133706,0.8280308939472776,0,1
0.8735098520458583,0.8280308939472776,1,1
0.8259621745074803,0.8496529818956647,1,1
0.8567381559494495,0.831519764745273,1,1
0.9029573856615792,0.8004991577140523,1,1
0.8893578012438006,0.8302993389734519,1,1
0.9004082553790792,0.8369668170570925,1,1
0.8941512763496761,0.8839733521428377,1,1
0.8671360014722272,0.8815368375763122,1,1
0.8430988717148449,0.922825276450266,1,1
0.6516878308236056,0.922825276450266,0,1
0.6477978220077698,0.9677236643551628,0,1
0.6761578878460641,0.9620844459922836,0,1
0.6416269312673245,0.92834251656233,0,1
0.6727744093319113,0.9111058099414742,0,1
0.6485975294206154,0.8709982822457263,0,1
0.6138314780566488,0.914683554654601,0,1
0.9196577101078458,0.914683554654601,1,1
0.8765156216488963,0.9560848798498393,1,1
0.89987737416863,0.9419185454334476,1,1
0.8544660724382243,0.9534230608435388,1,1
0.8306053922624663,0.9103312567152074,1,1
0.8314890131716625,0.8752795137575087,1,1
0.838417542012711,0.8270288930349575,1,1
0.8738611311246767,0.8514660516157612,1,1
0.8323995198767701,0.8069452601173064,1,1
0.7875416044498834,0.8089482562172962,1,1
0.5811618757216799,0.8089482562172962,0,1
0.5593470001177934,0.8310495602704864,0,1
0.5184148399661442,0.7856637640376767,0,1
0.5041219810197497,0.8083507671200111,0,1
0.5202415702811833,0.8216877210358453,0,1
0.5678281397953315,0.8477564974976691,0,1
0.5689060004504922,0.8116265300172736,0,1
0.5282732270158786,0.8018287664402239,0,1
0.5733861077934149,0.8001177956513288,0,1
0.5967578311348402,0.8273952451675874,0,1
0.8780916607922474,0.8273952451675874,1,1
0.8605762277473086,0.8084753462580591,1,1
0.8217252842367734,0.8430988857192133,1,1
0.8699314625212893,0.8766477713267038,1,1
0.8964517730134579,0.8683443632521578,1,1
0.8994474081647926,0.915883374743815,1,1
0.6882694604499756,0.915883374743815,0,1
0.7070304760186308,0.9134767039289546,0,1
0.6989921413616483,0.8813026014930415,0,1
0.7283419227144602,0.8886013408017672,0,1
0.7190742703849378,0.8706547174452622,0,1
0.7497795885069704,0.8903994566598884,0,1
0.8845906574737905,0.8903994566598884,1,1
0.8802722355272392,0.9203261745705416,1,1
0.850364114286465,0.9666254690479222,1,1
0.8899991425219094,0.9213633278853808,1,1
0.8573963614997483,0.8892300601820563,1,1
0.8671899336825476,0.8677662705718628,1,1
0.8177616239644412,0.8708175237698568,1,1
0.8535502665274713,0.9095293810063714,1,1
0.8582130684828353,0.9010864373458448,1,1
0.6711652392510016,0.9010864373458448,0,1
0.6453904119924252,0.913757070400088,0,1
0.9039355672743736,0.913757070400088,1,1
0.9348886684270712,0.9028479674745316,1,1
0.913552758499904,0.900086493503803,1,1
0.6767930198780192,0.900086493503803,0,1
0.6511409615278847,0.8597682907528175,0,1
0.6692873288132763,0.8772154009590931,0,1
0.9005631697629701,0.8772154009590931,1,1
0.8750557004293454,0.8491218018070122,1,1
0.9127891702280466,0.8184284283705189,1,1
0.6090216697387605,0.8184284283705189,0,1
0.6427861277493998,0.8252391307355119,0,1
0.6611306155797183,0.7763878584070191,0,1
0.6276206765493114,0.7715265147170499,0,1
0.6609892369007506,0.8022221979593205,0,1
0.6456199930200618,0.779231519927047,0,1
0.6277618091612602,0.7630554568707808,0,1
0.6012081605923426,0.7814705364875907,0,1
0.6177742155061045,0.8279350440942436,0,1
0.8372955139112667,0.8279350440942436,1,1
0.8014976896803512,0.7803416506760711,1,1
0.8355405527519583,0.7390941082551373,1,1
0.7957248343546811,0.6926606953440638,1,1
0.8450355538326146,0.7070238204895217,1,1
0.8463155019318062,0.7525069690780087,1,1
0.8797396389604635,0.7505466313462175,1,1
0.5568486329565385,0.7505466313462175,0,1
0.5658719012808888,0.7622103640969701,0,1
0.5579995560521479,0.7845916267993833,0,1
0.5462089376586464,0.770284366661785,0,1
0.586912143394009,0.7851083082776311,0,1
0.6102565557373286,0.8240399720511058,0,1
0.5658112228465333,0.8350189560764664,0,1
0.5431222033873063,0.8588609976598335,0,1
0.5189520117534286,0.8357645096264815,0,1
0.8654363043723948,0.8357645096264815,1,1
0.900957224575866,0.8527586471111969,1,1
0.6285494769304399,0.8527586471111969,0,1
0.6463673225570139,0.8398350862957099,0,1
0.6572725135959749,0.8457566330118027,0,1
0.868618281522299,0.8457566330118027,1,1
0.8371033872872791,0.8491709607671475,1,1
0.8539900336383814,0.8767510737542147,1,1
0.8210966604453991,0.906642503363958,1,1
0.7978780023685768,0.8828174779722179,1,1
0.7662166936466693,0.9207126461190408,0,1
0.7946082443247564,0.9153012219938422,1,1
0.7624393394432966,0.8776529981704334,0,1
